Timestamp,Pressure (kPa),Hooray Cycle #
2025-01-13 08:09:35.063594,2.37,21
2025-01-13 08:09:35.169533,10.6,21
2025-01-13 08:09:35.273663,11.35,21
2025-01-13 08:09:35.376364,14.84,21
2025-01-13 08:09:35.481546,11.25,21
2025-01-13 08:09:35.584734,2.39,21
2025-01-13 08:09:35.690269,4.87,21
2025-01-13 08:09:35.794357,3.19,21
2025-01-13 08:09:35.899820,14.96,21
2025-01-13 08:09:36.004871,11.19,21
2025-01-13 08:09:36.106622,13.56,21
2025-01-13 08:09:36.211713,8.01,21
2025-01-13 08:09:36.318680,13.99,21
2025-01-13 08:09:36.422529,1.56,21
2025-01-13 08:09:36.526938,8.92,21
2025-01-13 08:09:36.632803,10.78,21
2025-01-13 08:09:36.738365,11.33,21
2025-01-13 08:09:36.840725,8.39,21
2025-01-13 08:09:36.946193,5.36,21
2025-01-13 08:09:37.048283,9.25,21
2025-01-13 08:09:37.154703,0.14,21
2025-01-13 08:09:37.256007,0.43,21
2025-01-13 08:09:37.361198,2.42,21
2025-01-13 08:09:37.470632,5.21,21
2025-01-13 08:09:37.576197,6.44,21
2025-01-13 08:09:37.676743,11.02,21
2025-01-13 08:09:37.779038,10.84,21
2025-01-13 08:09:37.885342,5.24,21
2025-01-13 08:09:37.987369,13.25,21
2025-01-13 08:09:38.095066,2.99,21
2025-01-13 08:09:38.202921,12.54,21
2025-01-13 08:09:38.308259,1.43,21
2025-01-13 08:09:38.413785,14.46,21
2025-01-13 08:09:38.519566,11.88,21
2025-01-13 08:09:38.625360,13.07,21
2025-01-13 08:09:38.730079,12.98,21
2025-01-13 08:09:38.834998,14.18,21
2025-01-13 08:09:38.936010,5.71,21
2025-01-13 08:09:39.039716,7.01,21
2025-01-13 08:09:39.143210,12.91,21
2025-01-13 08:09:39.251424,13.54,21
2025-01-13 08:09:39.356688,4.4,21
2025-01-13 08:09:39.459474,10.17,21
2025-01-13 08:09:39.563390,14.18,21
2025-01-13 08:09:39.670073,6.05,21
2025-01-13 08:09:39.775913,8.89,21
2025-01-13 08:09:39.880971,10.14,21
2025-01-13 08:09:39.986463,0.93,21
2025-01-13 08:09:40.098614,6.88,21
2025-01-13 08:09:40.204747,3.76,21
2025-01-13 08:09:40.305994,6.62,21
2025-01-13 08:09:40.407145,14.05,21
2025-01-13 08:09:40.511077,5.12,21
2025-01-13 08:09:40.613369,5.35,21
2025-01-13 08:09:40.719034,12.09,21
2025-01-13 08:09:40.824516,4.4,21
2025-01-13 08:09:40.927789,9.16,21
2025-01-13 08:09:41.032149,14.13,21
2025-01-13 08:09:41.139365,8.4,21
2025-01-13 08:09:41.244032,1.91,21
2025-01-13 08:09:41.349667,4.26,21
2025-01-13 08:09:41.455275,7.79,21
2025-01-13 08:09:41.559990,4.66,21
2025-01-13 08:09:41.665570,8.78,21
2025-01-13 08:09:41.769748,6.0,21
2025-01-13 08:09:41.875245,9.9,21
2025-01-13 08:09:41.978614,2.91,21
2025-01-13 08:09:42.081029,14.22,21
2025-01-13 08:09:42.188375,0.67,21
2025-01-13 08:09:42.289755,7.96,21
2025-01-13 08:09:42.396044,2.06,21
2025-01-13 08:09:42.496829,7.94,21
2025-01-13 08:09:42.605992,2.47,21
2025-01-13 08:09:42.714014,2.34,21
2025-01-13 08:09:42.818071,0.66,21
2025-01-13 08:09:42.922783,13.92,21
2025-01-13 08:09:43.030128,9.28,21
2025-01-13 08:09:43.134376,6.27,21
2025-01-13 08:09:43.239886,8.97,21
2025-01-13 08:09:43.343455,2.83,21
2025-01-13 08:09:43.450449,6.52,21
2025-01-13 08:09:43.555628,1.2,21
2025-01-13 08:09:43.661280,8.03,21
2025-01-13 08:09:43.766841,1.36,21
2025-01-13 08:09:43.871729,14.14,21
2025-01-13 08:09:43.977246,8.73,21
2025-01-13 08:09:44.082107,8.27,21
2025-01-13 08:09:44.187633,5.92,21
2025-01-13 08:09:44.293425,8.02,21
2025-01-13 08:09:44.397699,13.25,21
2025-01-13 08:09:44.500630,2.28,21
2025-01-13 08:09:44.605995,13.12,21
2025-01-13 08:09:44.711590,1.08,21
2025-01-13 08:09:44.817241,5.47,21
2025-01-13 08:09:44.922993,3.68,21
2025-01-13 08:09:45.028327,2.11,21
2025-01-13 08:09:45.131733,5.68,21
2025-01-13 08:09:45.235879,3.33,21
2025-01-13 08:09:45.337338,9.25,21
2025-01-13 08:09:45.437948,8.15,21
2025-01-13 08:09:45.543904,13.39,21
2025-01-13 08:09:45.651246,4.09,21
2025-01-13 08:09:45.759266,9.36,21
2025-01-13 08:09:45.860025,13.43,21
2025-01-13 08:09:45.966006,0.71,21
2025-01-13 08:09:46.074389,3.6,21
2025-01-13 08:09:46.179462,8.04,21
2025-01-13 08:09:46.284216,1.71,21
2025-01-13 08:09:46.389740,10.17,21
2025-01-13 08:09:46.490271,4.38,21
2025-01-13 08:09:46.594037,10.41,21
2025-01-13 08:09:46.700990,2.43,21
2025-01-13 08:09:46.806001,8.65,21
2025-01-13 08:09:46.911588,9.14,21
2025-01-13 08:09:47.018954,10.14,21
2025-01-13 08:09:47.121846,4.15,21
2025-01-13 08:09:47.229114,9.21,21
2025-01-13 08:09:47.336212,2.89,21
2025-01-13 08:09:47.442182,8.05,21
2025-01-13 08:09:47.547950,4.54,21
2025-01-13 08:09:47.651081,9.65,21
2025-01-13 08:09:47.756027,2.93,21
2025-01-13 08:09:47.860216,13.09,21
2025-01-13 08:09:47.963099,5.0,21
2025-01-13 08:09:48.068745,3.11,21
2025-01-13 08:09:48.174253,3.39,21
2025-01-13 08:09:48.276187,4.85,21
2025-01-13 08:09:48.379518,4.27,21
2025-01-13 08:09:48.487430,4.99,21
2025-01-13 08:09:48.595754,11.0,21
2025-01-13 08:09:48.700982,7.66,21
2025-01-13 08:09:48.805095,14.62,21
2025-01-13 08:09:48.906105,12.14,21
2025-01-13 08:09:49.011648,7.04,21
2025-01-13 08:09:49.114072,10.14,21
2025-01-13 08:09:49.220033,11.67,21
2025-01-13 08:09:49.327117,12.04,21
2025-01-13 08:09:49.433039,6.95,21
2025-01-13 08:09:49.539475,14.27,21
2025-01-13 08:09:49.643107,2.27,21
2025-01-13 08:09:49.748624,4.77,21
2025-01-13 08:09:49.854108,13.68,21
2025-01-13 08:09:49.960388,14.01,21
2025-01-13 08:09:50.065876,0.34,21
2025-01-13 08:09:50.171456,12.24,21
2025-01-13 08:09:50.275191,2.44,21
2025-01-13 08:09:50.380409,0.46,21
2025-01-13 08:09:50.485709,3.38,21
2025-01-13 08:09:50.589407,6.08,21
2025-01-13 08:09:50.696840,3.35,21
2025-01-13 08:09:50.803288,3.99,21
2025-01-13 08:09:50.908954,6.66,21
2025-01-13 08:09:51.009898,4.52,21
2025-01-13 08:09:51.113440,5.78,21
2025-01-13 08:09:51.218967,8.96,21
2025-01-13 08:09:51.326175,0.09,21
2025-01-13 08:09:51.430805,10.46,21
2025-01-13 08:09:51.536526,5.78,21
2025-01-13 08:09:51.642219,1.63,21
2025-01-13 08:09:51.747787,8.03,21
2025-01-13 08:09:51.851583,5.5,21
2025-01-13 08:09:51.957080,8.9,21
2025-01-13 08:09:52.059349,1.56,21
2025-01-13 08:09:52.163422,5.34,21
2025-01-13 08:09:52.270095,4.15,21
2025-01-13 08:09:52.373364,10.14,21
2025-01-13 08:09:52.478670,3.02,21
2025-01-13 08:09:52.581746,13.54,21
2025-01-13 08:09:52.689889,0.23,21
2025-01-13 08:09:52.794349,10.09,21
2025-01-13 08:09:52.896762,0.53,21
2025-01-13 08:09:52.997595,13.87,21
2025-01-13 08:09:53.106018,3.24,21
2025-01-13 08:09:53.211440,9.87,21
2025-01-13 08:09:53.316240,3.9,21
2025-01-13 08:09:53.423691,3.97,21
2025-01-13 08:09:53.527888,11.5,21
2025-01-13 08:09:53.631997,9.82,21
2025-01-13 08:09:53.737504,1.71,21
2025-01-13 08:09:53.838837,8.68,21
2025-01-13 08:09:53.943844,2.93,21
2025-01-13 08:09:54.050979,8.36,21
2025-01-13 08:09:54.155219,8.59,21
2025-01-13 08:09:54.260992,1.51,21
2025-01-13 08:09:54.361577,9.44,21
2025-01-13 08:09:54.468103,11.32,21
2025-01-13 08:09:54.577374,6.22,21
2025-01-13 08:09:54.682465,0.03,21
2025-01-13 08:09:54.784318,2.84,21
2025-01-13 08:09:54.889927,9.05,21
2025-01-13 08:09:54.991418,9.99,21
2025-01-13 08:09:55.096737,8.98,21
2025-01-13 08:09:55.201938,4.52,21
2025-01-13 08:09:55.307419,9.41,21
2025-01-13 08:09:55.412958,12.6,21
2025-01-13 08:09:55.518472,7.15,21
2025-01-13 08:09:55.619377,2.47,21
2025-01-13 08:09:55.725059,4.96,21
2025-01-13 08:09:55.830560,14.31,21
2025-01-13 08:09:55.936192,4.54,21
2025-01-13 08:09:56.038806,4.08,21
2025-01-13 08:09:56.144444,1.35,21
2025-01-13 08:09:56.248553,0.73,21
2025-01-13 08:09:56.358582,11.47,21
2025-01-13 08:09:56.463452,1.33,21
2025-01-13 08:09:56.568111,13.99,21
2025-01-13 08:09:56.673563,5.83,21
2025-01-13 08:09:56.778006,13.42,21
2025-01-13 08:09:56.881102,2.11,21
2025-01-13 08:09:56.989715,12.01,21
2025-01-13 08:09:57.095018,4.45,21
2025-01-13 08:09:57.199157,13.37,21
2025-01-13 08:09:57.301425,2.61,21
2025-01-13 08:09:57.402642,6.44,21
2025-01-13 08:09:57.512810,0.44,21
2025-01-13 08:09:57.618480,8.88,21
2025-01-13 08:09:57.723398,5.14,21
2025-01-13 08:09:57.828163,8.33,21
2025-01-13 08:09:57.931629,11.86,21
2025-01-13 08:09:58.037776,9.62,21
2025-01-13 08:09:58.143414,8.99,21
2025-01-13 08:09:58.247762,2.49,21
2025-01-13 08:09:58.352178,0.35,21
2025-01-13 08:09:58.457761,13.61,21
2025-01-13 08:09:58.561878,12.56,21
2025-01-13 08:09:58.666651,0.28,21
2025-01-13 08:09:58.772104,0.44,21
2025-01-13 08:09:58.877777,7.01,21
2025-01-13 08:09:58.983297,3.21,21
2025-01-13 08:09:59.085933,6.24,21
2025-01-13 08:09:59.189484,1.75,21
2025-01-13 08:09:59.293764,9.21,21
2025-01-13 08:09:59.398654,6.91,21
2025-01-13 08:09:59.503985,14.27,21
2025-01-13 08:09:59.607158,3.92,21
2025-01-13 08:09:59.712624,12.66,21
2025-01-13 08:09:59.818264,4.97,21
2025-01-13 08:09:59.919538,11.38,21
2025-01-13 08:10:00.025026,3.48,21
2025-01-13 08:10:00.125883,13.42,21
2025-01-13 08:10:00.232679,0.91,21
2025-01-13 08:10:00.334208,11.92,21
2025-01-13 08:10:00.441707,3.08,21
2025-01-13 08:10:00.545034,3.0,21
2025-01-13 08:10:00.649384,2.34,21
2025-01-13 08:10:00.754990,14.95,21
2025-01-13 08:10:00.860466,5.31,21
2025-01-13 08:10:00.967348,13.59,21
2025-01-13 08:10:01.072888,4.64,21
2025-01-13 08:10:01.177303,3.79,21
2025-01-13 08:10:01.283457,8.86,21
2025-01-13 08:10:01.388974,9.14,21
2025-01-13 08:10:01.493169,1.51,21
2025-01-13 08:10:01.598761,12.69,21
2025-01-13 08:10:01.702594,3.45,21
2025-01-13 08:10:01.804566,7.6,21
2025-01-13 08:10:01.913861,0.81,21
2025-01-13 08:10:02.016619,0.54,21
2025-01-13 08:10:02.121443,14.09,21
2025-01-13 08:10:02.231152,5.33,21
2025-01-13 08:10:02.336778,14.72,21
2025-01-13 08:10:02.442465,12.54,21
2025-01-13 08:10:02.544337,4.21,21
2025-01-13 08:10:02.649837,7.58,21
2025-01-13 08:10:02.756770,9.72,21
2025-01-13 08:10:02.862833,11.8,21
2025-01-13 08:10:02.968121,11.89,21
2025-01-13 08:10:03.072806,10.04,21
2025-01-13 08:10:03.180097,6.96,21
2025-01-13 08:10:03.281908,12.63,21
2025-01-13 08:10:03.391174,3.32,21
2025-01-13 08:10:03.496660,0.04,21
2025-01-13 08:10:03.598838,4.41,21
2025-01-13 08:10:03.702335,9.42,21
2025-01-13 08:10:03.814072,6.06,21
2025-01-13 08:10:03.919826,3.0,21
2025-01-13 08:10:04.025323,8.27,21
2025-01-13 08:10:04.130754,0.86,21
2025-01-13 08:10:04.236329,10.8,21
2025-01-13 08:10:04.338169,3.12,21
2025-01-13 08:11:45.662230,11.97,0
2025-01-13 08:11:46.238110,7.55,1
2025-01-13 08:11:46.348715,5.09,1
2025-01-13 08:11:46.453036,6.9,1
2025-01-13 08:11:46.557120,11.5,1
2025-01-13 08:11:46.664409,3.62,2
2025-01-13 08:11:46.804304,4.89,2
2025-01-13 08:11:46.910026,3.81,2
2025-01-13 08:11:47.011731,5.76,2
2025-01-13 08:11:47.117773,6.29,2
2025-01-13 08:11:47.223346,0.23,2
2025-01-13 08:11:47.338093,6.55,2
2025-01-13 08:11:47.462103,13.12,2
2025-01-13 08:11:47.566944,8.61,3
2025-01-13 08:11:47.684290,2.27,3
2025-01-13 08:11:47.787251,12.77,3
2025-01-13 08:11:47.893527,11.34,4
2025-01-13 08:11:48.011227,4.51,5
2025-01-13 08:11:48.116180,14.71,5
2025-01-13 08:11:48.221863,11.74,6
2025-01-13 08:11:48.327693,6.18,7
2025-01-13 08:11:48.432033,4.37,7
2025-01-13 08:11:48.534577,6.33,7
2025-01-13 08:11:48.639014,13.52,7
2025-01-13 08:11:48.740121,10.32,8
2025-01-13 08:11:48.848289,3.08,9
2025-01-13 08:11:48.952072,0.94,9
2025-01-13 08:11:49.056695,1.64,9
2025-01-13 08:11:49.162232,5.39,9
2025-01-13 08:11:49.267917,7.74,9
2025-01-13 08:11:49.373436,5.91,9
2025-01-13 08:11:49.479075,3.78,9
2025-01-13 08:11:49.580853,7.41,9
2025-01-13 08:11:49.682367,1.16,9
2025-01-13 08:11:49.787419,4.76,9
2025-01-13 08:11:49.918170,9.67,9
2025-01-13 08:11:50.019580,1.0,9
2025-01-13 08:11:50.123331,2.61,9
2025-01-13 08:11:50.224160,8.7,9
2025-01-13 08:11:50.329628,1.7,9
2025-01-13 08:11:50.430760,3.35,9
2025-01-13 08:11:50.534770,5.73,9
2025-01-13 08:11:50.640392,13.26,9
2025-01-13 08:11:50.744440,11.53,10
2025-01-13 08:11:50.845560,5.0,11
2025-01-13 08:11:54.315139,12.69,11
2025-01-13 08:11:55.319358,9.25,12
2025-01-13 08:11:55.424446,2.55,12
2025-01-13 08:11:55.530001,12.9,12
2025-01-13 08:11:55.635731,5.54,12
2025-01-13 08:11:55.739988,13.31,12
2025-01-13 08:11:55.845650,9.23,12
2025-01-13 08:11:55.951184,5.96,12
2025-01-13 08:11:56.055724,2.3,12
2025-01-13 08:11:56.161388,11.29,12
2025-01-13 08:11:56.265609,7.04,12
2025-01-13 08:11:56.369423,4.76,12
2025-01-13 08:11:56.474935,3.37,12
2025-01-13 08:11:56.580428,7.37,12
2025-01-13 08:11:56.685348,2.6,12
2025-01-13 08:11:56.789709,8.72,12
2025-01-13 08:11:56.895325,5.95,12
2025-01-13 08:11:57.000906,11.22,12
2025-01-13 08:11:57.105622,0.13,12
2025-01-13 08:11:57.208948,2.4,12
2025-01-13 08:11:57.313361,3.02,12
2025-01-13 08:11:57.414995,5.32,12
2025-01-13 08:11:57.518666,7.33,12
2025-01-13 08:11:57.623506,5.12,12
2025-01-13 08:11:57.729161,2.34,12
2025-01-13 08:11:57.831978,12.11,12
2025-01-13 08:11:57.937529,5.62,12
2025-01-13 08:11:58.039984,4.95,12
2025-01-13 08:11:58.148944,10.0,12
2025-01-13 08:11:58.254415,1.4,12
2025-01-13 08:11:58.359900,8.37,12
2025-01-13 08:11:58.464012,14.61,12
2025-01-13 08:11:58.570432,12.25,12
2025-01-13 08:11:58.674495,9.95,12
2025-01-13 08:11:58.780036,3.86,12
2025-01-13 08:11:58.885794,2.03,12
2025-01-13 08:11:58.990879,3.16,12
2025-01-13 08:11:59.095520,12.31,12
2025-01-13 08:11:59.200829,3.93,12
2025-01-13 08:11:59.306444,13.51,12
2025-01-13 08:11:59.411963,1.66,12
2025-01-13 08:11:59.517591,5.84,12
2025-01-13 08:11:59.623057,3.8,12
2025-01-13 08:11:59.728172,11.08,12
2025-01-13 08:11:59.833911,14.41,12
2025-01-13 08:11:59.938738,13.62,12
2025-01-13 08:12:00.044266,3.67,12
2025-01-13 08:12:00.147057,8.03,12
2025-01-13 08:12:00.255981,8.56,12
2025-01-13 08:12:00.360530,6.98,12
2025-01-13 08:12:00.464074,1.75,12
2025-01-13 08:12:00.569624,4.59,12
2025-01-13 08:12:00.675580,1.19,12
2025-01-13 08:12:00.780706,7.33,12
2025-01-13 08:12:00.882511,2.24,12
2025-01-13 08:12:00.990156,1.27,12
2025-01-13 08:12:01.095692,13.5,12
2025-01-13 08:12:01.202491,0.48,12
2025-01-13 08:12:01.305922,9.5,12
2025-01-13 08:12:01.406673,8.32,12
2025-01-13 08:12:01.514069,13.1,12
2025-01-13 08:12:01.620501,13.69,12
2025-01-13 08:12:01.727927,10.15,12
2025-01-13 08:12:01.831654,9.73,12
2025-01-13 08:12:01.936447,5.8,12
2025-01-13 08:12:02.043178,4.7,12
2025-01-13 08:12:02.146929,5.23,12
2025-01-13 08:12:02.254111,8.1,12
2025-01-13 08:12:02.355578,11.17,12
2025-01-13 08:12:02.462265,1.36,12
2025-01-13 08:12:02.568626,6.76,12
2025-01-13 08:12:02.674135,9.69,12
2025-01-13 08:12:02.777539,6.78,12
2025-01-13 08:12:02.878760,8.18,12
2025-01-13 08:12:02.983199,4.19,12
2025-01-13 08:12:03.090204,13.58,12
2025-01-13 08:12:03.195839,12.83,12
2025-01-13 08:12:03.297839,13.54,12
2025-01-13 08:12:03.405738,2.05,12
2025-01-13 08:12:03.511261,4.51,12
2025-01-13 08:12:03.614071,1.87,12
2025-01-13 08:12:03.719659,3.34,12
2025-01-13 08:12:03.825715,2.38,12
2025-01-13 08:12:03.931860,8.15,12
2025-01-13 08:12:04.037537,3.66,12
2025-01-13 08:12:04.144147,13.94,12
2025-01-13 08:12:04.248683,8.22,12
2025-01-13 08:12:04.355247,11.05,12
2025-01-13 08:12:04.456676,14.42,12
2025-01-13 08:12:04.561538,11.51,12
2025-01-13 08:12:04.669341,13.66,12
2025-01-13 08:12:04.774343,12.54,12
2025-01-13 08:12:04.879799,7.39,12
2025-01-13 08:12:04.984793,6.62,12
2025-01-13 08:12:05.090245,12.16,12
2025-01-13 08:12:05.195875,12.74,12
2025-01-13 08:12:05.300307,14.19,12
2025-01-13 08:12:05.403255,1.79,12
2025-01-13 08:12:05.511076,13.55,12
2025-01-13 08:12:05.613015,8.3,12
2025-01-13 08:12:05.722405,5.97,12
2025-01-13 08:12:05.828809,4.42,12
2025-01-13 08:12:05.934900,2.94,12
2025-01-13 08:12:06.041248,0.12,12
2025-01-13 08:12:06.146780,8.74,12
2025-01-13 08:12:06.251642,2.42,12
2025-01-13 08:12:06.356736,9.98,12
2025-01-13 08:12:06.460282,14.26,12
2025-01-13 08:12:06.565868,11.32,12
2025-01-13 08:12:06.670821,6.64,12
2025-01-13 08:12:06.774347,4.39,12
2025-01-13 08:12:06.878969,13.82,12
2025-01-13 08:12:06.988382,8.49,12
2025-01-13 08:12:07.090655,1.51,12
2025-01-13 08:12:07.194631,1.4,12
2025-01-13 08:12:07.302056,8.42,12
2025-01-13 08:12:07.408174,6.74,12
2025-01-13 08:12:07.513944,6.02,12
2025-01-13 08:12:07.622368,14.13,12
2025-01-13 08:12:07.726417,2.97,12
2025-01-13 08:12:07.832007,8.11,12
2025-01-13 08:12:07.938862,6.95,12
2025-01-13 08:12:08.043961,9.42,12
2025-01-13 08:12:08.153482,13.31,12
2025-01-13 08:12:08.259064,14.32,12
2025-01-13 08:12:08.364668,9.77,12
2025-01-13 08:12:08.468755,6.82,12
2025-01-13 08:12:08.574257,2.72,12
2025-01-13 08:12:08.679844,6.35,12
2025-01-13 08:12:08.784910,5.43,12
2025-01-13 08:12:08.889150,5.67,12
2025-01-13 08:12:08.995658,7.06,12
2025-01-13 08:12:09.102318,12.65,12
2025-01-13 08:12:09.204142,3.48,12
2025-01-13 08:12:09.309905,2.97,12
2025-01-13 08:12:09.418821,6.27,12
2025-01-13 08:12:09.526098,11.03,12
2025-01-13 08:12:09.631781,11.39,12
2025-01-13 08:12:09.737285,14.2,12
2025-01-13 08:12:09.842942,3.86,12
2025-01-13 08:12:09.943440,5.69,12
2025-01-13 08:12:10.053479,10.91,12
2025-01-13 08:12:10.155877,10.46,12
2025-01-13 08:12:10.262012,2.05,12
2025-01-13 08:12:10.368452,8.7,12
2025-01-13 08:12:10.473359,9.76,12
2025-01-13 08:12:10.578819,9.45,12
2025-01-13 08:12:10.681857,3.7,12
2025-01-13 08:12:10.790074,6.27,12
2025-01-13 08:12:10.895669,11.05,12
2025-01-13 08:12:10.998910,3.65,12
2025-01-13 08:12:11.104889,12.69,12
2025-01-13 08:12:11.210232,0.11,12
2025-01-13 08:12:11.314083,12.78,12
2025-01-13 08:12:11.419639,0.78,12
2025-01-13 08:12:11.525815,13.42,12
2025-01-13 08:12:11.631652,1.34,12
2025-01-13 08:12:11.737242,9.62,12
2025-01-13 08:12:11.840115,8.48,12
2025-01-13 08:12:11.943782,3.49,12
2025-01-13 08:12:12.048425,6.93,12
2025-01-13 08:12:12.153820,10.76,12
2025-01-13 08:12:12.259958,3.38,12
2025-01-13 08:12:12.365344,2.2,12
2025-01-13 08:12:12.471495,2.15,12
2025-01-13 08:12:12.577020,0.24,12
2025-01-13 08:12:12.680964,8.47,12
2025-01-13 08:12:12.783482,6.13,12
2025-01-13 08:12:12.887975,14.5,12
2025-01-13 08:12:12.990045,9.37,12
2025-01-13 08:12:13.100404,1.03,12
2025-01-13 08:12:13.206023,13.13,12
2025-01-13 08:12:13.311592,10.59,12
2025-01-13 08:12:13.418915,6.26,12
2025-01-13 08:12:13.523528,13.8,12
2025-01-13 08:12:13.629823,11.2,12
2025-01-13 08:12:13.732281,10.73,12
2025-01-13 08:12:13.833576,9.2,12
2025-01-13 08:12:13.943479,6.7,12
2025-01-13 08:12:14.048396,12.26,12
2025-01-13 08:12:14.153944,0.79,12
2025-01-13 08:12:14.259678,7.62,12
2025-01-13 08:12:14.365083,12.77,12
2025-01-13 08:12:14.473421,14.52,12
2025-01-13 08:12:14.578536,4.4,12
2025-01-13 08:12:14.682116,2.88,12
2025-01-13 08:12:14.787679,8.31,12
2025-01-13 08:12:14.893611,8.38,12
2025-01-13 08:12:14.997408,4.99,12
2025-01-13 08:12:15.103305,3.97,12
2025-01-13 08:12:15.210962,0.79,12
2025-01-13 08:12:15.315099,6.32,12
2025-01-13 08:12:15.418920,14.31,12
2025-01-13 08:12:15.521369,3.28,12
2025-01-13 08:12:15.626618,3.73,12
2025-01-13 08:12:15.738834,3.87,12
2025-01-13 08:12:15.840004,4.13,12
2025-01-13 08:12:15.946921,14.2,12
2025-01-13 08:12:16.048445,11.98,12
2025-01-13 08:12:16.156875,8.49,12
2025-01-13 08:12:16.263112,2.96,12
2025-01-13 08:12:16.368248,2.61,12
2025-01-13 08:12:16.473807,5.0,12
2025-01-13 08:12:16.580710,4.0,12
2025-01-13 08:12:16.685458,13.35,12
2025-01-13 08:12:16.794006,2.65,12
2025-01-13 08:12:16.900287,4.01,12
2025-01-13 08:12:17.005599,1.32,12
2025-01-13 08:12:17.107747,14.0,12
2025-01-13 08:12:17.216591,8.33,12
2025-01-13 08:12:17.324231,12.88,12
2025-01-13 08:12:17.429721,2.36,12
2025-01-13 08:12:17.535237,9.62,12
2025-01-13 08:12:17.640065,4.07,12
2025-01-13 08:12:17.745093,13.76,12
2025-01-13 08:12:17.850245,9.03,12
2025-01-13 08:12:17.955748,9.72,12
2025-01-13 08:12:18.061922,2.83,12
2025-01-13 08:12:18.165128,0.02,12
2025-01-13 08:12:18.272385,10.55,12
2025-01-13 08:12:18.378060,14.11,12
2025-01-13 08:12:18.486374,11.42,12
2025-01-13 08:12:18.593220,5.12,12
2025-01-13 08:12:18.697486,1.08,12
2025-01-13 08:12:18.805797,9.66,12
2025-01-13 08:12:18.908786,12.36,12
2025-01-13 08:12:19.018779,12.24,12
2025-01-13 08:12:19.124784,8.09,12
2025-01-13 08:12:19.231836,5.76,12
2025-01-13 08:12:19.337794,11.77,12
2025-01-13 08:12:19.443269,14.26,12
2025-01-13 08:12:19.548773,13.4,12
2025-01-13 08:12:19.655936,14.77,12
2025-01-13 08:12:19.764099,5.27,12
2025-01-13 08:12:19.868343,1.05,12
2025-01-13 08:12:19.973404,10.99,12
2025-01-13 08:12:20.079182,5.54,12
2025-01-13 08:12:20.182178,9.56,12
2025-01-13 08:12:20.290679,12.74,12
2025-01-13 08:12:20.394376,0.12,12
2025-01-13 08:12:20.502230,0.42,12
2025-01-13 08:12:20.607726,3.66,12
2025-01-13 08:12:20.715450,10.94,12
2025-01-13 08:12:20.818302,11.81,12
2025-01-13 08:12:20.925465,9.45,12
2025-01-13 08:12:21.030855,6.05,12
2025-01-13 08:12:21.137745,10.89,12
2025-01-13 08:12:21.243803,1.64,12
2025-01-13 08:12:21.349275,10.17,12
2025-01-13 08:12:21.454937,6.51,12
2025-01-13 08:12:21.560509,6.12,12
2025-01-13 08:12:21.666305,2.22,12
2025-01-13 08:12:21.769706,7.93,12
2025-01-13 08:12:21.873439,2.21,12
2025-01-13 08:12:21.978451,9.32,12
2025-01-13 08:12:22.087006,2.01,12
2025-01-13 08:12:22.190990,3.72,12
2025-01-13 08:12:22.297802,7.61,12
2025-01-13 08:12:22.402099,6.04,12
2025-01-13 08:12:22.508232,4.72,12
2025-01-13 08:12:22.611202,12.27,12
2025-01-13 08:12:22.718714,9.7,12
2025-01-13 08:12:22.824180,2.45,12
2025-01-13 08:12:22.929087,14.29,12
2025-01-13 08:12:23.034755,8.88,12
2025-01-13 08:12:23.137313,2.51,12
2025-01-13 08:12:23.245826,9.72,12
2025-01-13 08:12:23.351323,4.91,12
2025-01-13 08:12:23.455793,10.08,12
2025-01-13 08:12:23.561553,3.32,12
2025-01-13 08:12:23.667057,8.4,12
2025-01-13 08:12:23.769043,12.12,12
2025-01-13 08:12:23.872751,12.83,12
2025-01-13 08:12:23.981047,0.56,12
2025-01-13 08:12:24.093806,0.02,12
2025-01-13 08:12:24.201696,10.86,12
2025-01-13 08:12:24.302654,0.51,12
2025-01-13 08:12:24.409369,11.6,12
2025-01-13 08:12:24.518777,3.05,12
2025-01-13 08:12:24.624270,3.03,12
2025-01-13 08:12:24.732647,10.88,12
2025-01-13 08:12:24.836472,10.75,12
2025-01-13 08:12:24.943231,4.23,12
2025-01-13 08:12:25.047916,10.67,12
2025-01-13 08:12:25.156031,1.62,12
2025-01-13 08:12:25.261962,9.16,12
2025-01-13 08:12:25.374239,5.87,12
2025-01-13 08:12:25.477214,3.08,12
2025-01-13 08:12:25.585485,0.88,12
2025-01-13 08:12:25.693533,13.83,12
2025-01-13 08:12:25.799136,5.84,12
2025-01-13 08:12:25.906772,7.25,12
2025-01-13 08:12:26.010987,5.02,12
2025-01-13 08:12:26.113477,7.09,12
2025-01-13 08:12:26.222187,0.42,12
2025-01-13 08:12:26.327562,3.01,12
2025-01-13 08:12:26.435591,10.48,12
2025-01-13 08:12:26.541406,9.67,12
2025-01-13 08:12:26.645596,13.65,12
2025-01-13 08:12:26.746941,9.44,12
2025-01-13 08:12:26.855819,7.21,12
2025-01-13 08:12:26.961446,6.06,12
2025-01-13 08:12:27.068954,9.57,12
2025-01-13 08:12:27.171875,8.21,12
2025-01-13 08:12:27.279036,6.58,12
2025-01-13 08:12:27.386212,4.2,12
2025-01-13 08:12:27.487616,3.86,12
2025-01-13 08:12:27.596932,7.4,12
2025-01-13 08:12:27.702424,11.62,12
2025-01-13 08:12:27.807952,6.78,12
